id,Kecamatan,Kelurahan,Komuditas,Deskripsi,Harga
1630,Abeli,Pudai,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Cocok buat berbagai masakan, dari salad sampai tumisan. Tomat dari kebun sendiri, segar dan manis. Ayo beli sekarang!","1.000,00"
1701,Abeli,Talia,Ikan Bandeng,"Ikan bandeng segar, sempurna untuk masakan berkuah atau panggang.","29.500,00"
1702,Abeli,Talia,Ikan Lele,Rasakan kelembutan ikan Lele segar di setiap hidangan.,"24.000,00"
1703,Abeli,Talia,Ikan Betok,Rasakan kelezatan ikan betok segar di setiap hidangan.,"28.500,00"
1704,Abeli,Talia,Belut Air Tawar,Rasakan kelembutan belut air tawar segar di setiap hidangan.,"80.000,00"
1705,Abeli,Talia,Ikan Emas,"Ikan emas berkualitas, segar dan bergizi.","49.000,00"
1706,Abeli,Talia,Ikan Gurami,"Ikan gurami berkualitas, segar dan bergizi.","75.000,00"
1707,Abeli,Talia,Ikan Mas Rumput,"Ikan mas rumput segar, langsung dari kolam ke dapur Anda.","46.000,00"
1708,Abeli,Talia,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, cocok untuk berbagai masakan lezat.","175.000,00"
1709,Abeli,Talia,Ikan Belida,Rasakan kenikmatan ikan belida segar di setiap hidangan.,"97.000,00"
1710,Abeli,Talia,Ikan Belanak,"Ikan belanak segar, mudah diolah menjadi hidangan istimewa.","58.000,00"
1711,Abeli,Talia,Ikan Kiper,"Ikan kiper segar, pilihan terbaik untuk masakan keluarga.","42.000,00"
1712,Abeli,Talia,Ikan Mas Perak,Rasakan kelembutan ikan mas perak segar di setiap hidangan.,"30.000,00"
1713,Abeli,Talia,Ikan Nila,"Ikan nila segar, pilihan sempurna untuk hidangan keluarga.","38.000,00"
1714,Abeli,Talia,Ikan Kepala Ular,"Ikan kepala ular segar, pilihan terbaik untuk masakan sehari-hari.","98.000,00"
1715,Abeli,Talia,Ikan Bulan-bulan,Rasakan kelezatan ikan bulan-bulan segar di setiap hidangan.,"69.000,00"
1716,Abeli,Talia,Kacang Kapri,Kacang kapri dikenal dengan tekstur renyah dan rasa segarnya. Pas banget buat tambah kelezatan di setiap masakan Anda,"32.000,00"
1717,Abeli,Talia,Pare,Pare segar dengan harga Rp 18.000/900g. Banyak untuk stok sayuran sehat Anda. Pare ini kaya akan serat yang baik untuk pencernaan. Pilihan tepat untuk diet sehat dan seimbang.,"18.000,00"
1718,Abeli,Talia,Labu Air,"Labu air segar seharga Rp 20.000 per buah, kaya akan vitamin dan mineral penting. Cocok untuk berbagai resep, dari sup hingga tumisan","20.000,00"
1719,Abeli,Talia,Terong,"Terong segar seharga Rp 7.000 per 350 gram, memberikan rasa lezat pada masakan Anda. Kaya akan serat dan vitamin","7.000,00"
1720,Abeli,Talia,Brokoli,"Brokoli hijau segar, sempurna untuk masakan Anda!","29.000,00"
1721,Abeli,Talia,Kubis,"Kubis super segar dengan harga terjangkau, hanya Rp 10.200 per kilogram!","10.200,00"
1722,Abeli,Talia,Capsicum/Paprika,Dapatkan paprika berkualitas tinggi untuk menambah warna dan rasa pada makanan Anda!,"24.500,00"
1723,Abeli,Talia,Wortel,Nikmati manfaat kesehatan dari wortel segar yang renyah dan manis!,"13.000,00"
1724,Abeli,Talia,Kembang Kol,"Kembang kol segar dijual per kilo dengan harga Rp19.000. Teksturnya renyah dan rasanya enak, pas untuk berbagai masakan seperti kari atau dipanggang. Jangan sampai kehabisan, stok terbatas!",Rp19.000
1725,Abeli,Talia,Timun,"Timun segar pilihan, per kilo Rp13.000. Sempurna untuk berbagai hidangan sehat. Segera pesan di toko kami dan rasakan bedanya!","13.000,00"
1726,Abeli,Talia,Pepaya,"Pepaya segar matang pohon, hanya Rp10.000 per buah. Sempurna untuk camilan sehat atau tambahan salad buah. Segera pesan dan nikmati manisnya","10.000,00"
1727,Abeli,Talia,Kentang,"Kentang segar kualitas terbaik, hanya Rp2.000 per buah. Ideal untuk berbagai hidangan seperti kentang goreng atau mashed potato. Segera pesan!","2.000,00"
1728,Abeli,Talia,Labu,"Labu segar dari petani lokal, hanya Rp9.000 per kilo. Buahnya besar dan manis, pas buat kolak atau sayur sop. ","9.000,00"
1729,Abeli,Talia,Lobak,"Lobak putih memiliki rasa manis dan agak pedas. Lobak putih bisa dimakan mentah seperti pada salad atau jus dan juga bisa diolah menjadi sayuran atau osengan. Lobak juga bermanfaat dalam meredakan sakit tenggorokan, meningkatkan sistem kekebalan tubuh, menurunkan berat badan, dan mengontrol tekanan darah.","12.500,00"
1730,Abeli,Talia,Tomat,"Ayo, ayo, tomat segar baru panen! Dijual per kilo cuma Rp10.000. Cocok buat sambal, tumis, atau lalapan. Segera beli di lapak kami, tomatnya merah merona dan manis, langsung dari kebun!","10.000,00"
2101,Baruga,Baruga,Ikan Bandeng,"Rasakan kesegaran ikan bandeng kami, siap untuk diolah","25.000,00"
2102,Baruga,Baruga,Ikan Lele,"Ikan Lele berkualitas, segar dan bergizi.","19.000,00"
2103,Baruga,Baruga,Ikan Betok,"Ikan betok berkualitas, segar dan bergizi.","35.000,00"
2104,Baruga,Baruga,Belut Air Tawar,"Belut air tawar segar, sempurna untuk masakan goreng atau bakar.","73.000,00"
2105,Baruga,Baruga,Ikan Emas,"Ikan emas segar, sempurna untuk masakan goreng atau bakar.","55.000,00"
2106,Baruga,Baruga,Ikan Gurami,"Ikan gurami segar, langsung dari kolam ke dapur Anda.","64.000,00"
2107,Baruga,Baruga,Ikan Mas Rumput,"Ikan mas rumput segar, mudah diolah menjadi berbagai hidangan.","39.000,00"
2108,Baruga,Baruga,Ikan Buntal Bintik Hijau,Pilihan terbaik ikan buntal bintik hijau segar untuk menu harian.,"172.000,00"
2109,Baruga,Baruga,Ikan Belida,"Ikan belida segar, langsung dari perairan ke meja makan Anda.","92.000,00"
2110,Baruga,Baruga,Ikan Belanak,"Ikan belanak segar, pilihan terbaik untuk masakan keluarga.","54.000,00"
2111,Baruga,Baruga,Ikan Kiper,"Ikan kiper segar, kaya akan rasa dan nutrisi.","41.000,00"
2112,Baruga,Baruga,Ikan Mas Perak,"Ikan mas perak segar, cocok untuk masakan panggang atau goreng.","32.000,00"
2113,Baruga,Baruga,Ikan Nila,"Ikan nila segar, siap untuk berbagai olahan kuliner.","37.000,00"
2114,Baruga,Baruga,Ikan Kepala Ular,"Ikan kepala ular segar, mudah diolah menjadi hidangan istimewa.","105.000,00"
2115,Baruga,Baruga,Ikan Bulan-bulan,"Ikan bulan-bulan segar, langsung dari perairan ke meja makan.","70.000,00"
2116,Baruga,Baruga,Kacang Kapri,"Diet rendah kalori? Kacang kapri ini jawabannya. Rendah kalori dan kaya akan air, bikin diet Anda tetap lezat dan sehat.","31.500,00"
2117,Baruga,Baruga,Pare,Pare segar dengan harga Rp 25.000/kg. Kualitas premium untuk masakan spesial. Rasakan manfaat antioksidan yang tinggi dalam setiap gigitan. Cocok untuk berbagai jenis masakan sehat.,"25.000,00"
2118,Baruga,Baruga,Labu Air,"Labu air segar seharga Rp 22.000 per buah, pilihan tepat untuk Anda yang peduli dengan kesehatan. Labu air ini membantu menjaga kesehatan pencernaan dan memberikan rasa segar pada masakan Anda","22.000,00"
2119,Baruga,Baruga,Terong,Dapatkan terong segar hanya Rp 8.000 per 400 gram. Cocok untuk berbagai resep masakan sehat dan lezat,"8.000,00"
2120,Baruga,Baruga,Brokoli,Pilih brokoli segar kami untuk nutrisi terbaik setiap hari!,"33.000,00"
2121,Baruga,Baruga,Kubis,"Tambahkan kubis sehat ke menu harian Anda, hanya Rp 11.500 per kilogram!","11.500,00"
2122,Baruga,Baruga,Capsicum/Paprika,"Paprika warna-warni yang segar dan renyah, sempurna untuk hidangan apapun!","26.000,00"
2123,Baruga,Baruga,Wortel,"Wortel premium yang kaya akan nutrisi, sempurna untuk diet sehat Anda!","14.500,00"
2124,Baruga,Baruga,Kembang Kol,"Kembang kol segar dijual per buah, hanya Rp14.000 per buah. Sempurna untuk membuat berbagai masakan lezat dan sehat. ",Rp14.000
2125,Baruga,Baruga,Timun,"Timun hijau segar, per buah Rp1.500. Ideal untuk salad atau camilan sehat. Langsung dari petani lokal, segera pesan","1.500,00"
2126,Baruga,Baruga,Pepaya,"Pepaya pilihan, dijual per buah seharga Rp12.000. Ideal untuk jus segar atau lalapan. Langsung dari kebun, segar dan manis","12.000,00"
2127,Baruga,Baruga,Kentang,"Kentang pilihan dari petani lokal, dijual per buah seharga Rp2.500. Cocok untuk berbagai masakan sehat dan lezat. Pesan sekarang!","2.500,00"
2128,Baruga,Baruga,Labu,"Labu empuk dan segar, dijual per buah dengan harga Rp8.000. Cocok buat kolak atau campuran sayur. Segera dapatkan labu segar di lapak kami, langsung dari kebun","8.000,00"
2129,Baruga,Baruga,Lobak,Lobak Putih Segar 500 gram SAYUR ONLINE Kendari | PESAN ANTAR,"7.500,00"
2130,Baruga,Baruga,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Pas banget buat salad atau campuran masakan. Tomatnya segar dan enak, langsung dari petani. Jangan lewatkan kesempatan ini!","1.000,00"
2201,Baruga,Lepo-Lepo,Ikan Bandeng,"Ikan bandeng berkualitas, lezat dan bergizi.","28.000,00"
2202,Baruga,Lepo-Lepo,Ikan Lele,"Ikan Lele segar, langsung dari peternakan ke dapur Anda.","22.500,00"
2203,Baruga,Lepo-Lepo,Ikan Betok,"Ikan betok segar, langsung dari kolam ke dapur Anda.","36.000,00"
2204,Baruga,Lepo-Lepo,Belut Air Tawar,"Belut air tawar segar, cocok untuk berbagai masakan lezat.","78.000,00"
2205,Baruga,Lepo-Lepo,Ikan Emas,"Ikan emas segar, cocok untuk berbagai masakan lezat.","48.000,00"
2206,Baruga,Lepo-Lepo,Ikan Gurami,"Ikan gurami segar, mudah diolah menjadi berbagai hidangan.","66.000,00"
2207,Baruga,Lepo-Lepo,Ikan Mas Rumput,"Ikan mas rumput segar, pilihan terbaik untuk keluarga Anda.","43.000,00"
2208,Baruga,Lepo-Lepo,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, kaya akan nutrisi untuk keluarga Anda.","150.000,00"
2209,Baruga,Lepo-Lepo,Ikan Belida,"Ikan belida segar, pilihan terbaik untuk gizi keluarga.","101.000,00"
2210,Baruga,Lepo-Lepo,Ikan Belanak,"Ikan belanak segar, kaya akan rasa dan gizi.","50.000,00"
2211,Baruga,Lepo-Lepo,Ikan Kiper,"Ikan kiper segar, siap untuk berbagai olahan kuliner.","47.000,00"
2212,Baruga,Lepo-Lepo,Ikan Mas Perak,"Ikan mas perak segar, sempurna untuk berbagai olahan kuliner.","39.000,00"
2213,Baruga,Lepo-Lepo,Ikan Nila,"Ikan nila segar, kaya akan rasa dan gizi.","29.000,00"
2214,Baruga,Lepo-Lepo,Ikan Kepala Ular,"Ikan kepala ular segar, sempurna untuk berbagai olahan kuliner.","88.000,00"
2215,Baruga,Lepo-Lepo,Ikan Bulan-bulan,"Ikan bulan-bulan segar, sumber protein yang tinggi untuk keluarga.","80.000,00"
2216,Baruga,Lepo-Lepo,Kacang Kapri,"Kacang kapri ini tinggi serat, baik buat pencernaan. Yuk, konsumsi secara rutin biar perut Anda selalu sehat dan nyaman","34.000,00"
2217,Baruga,Lepo-Lepo,Pare,Pare segar dengan harga Rp 11.000/550g. Cocok untuk porsi keluarga kecil. Nikmati rasa khas dan manfaat kesehatan pare dalam setiap hidangan. Sempurna untuk sup atau tumis,"11.000,00"
2218,Baruga,Lepo-Lepo,Labu Air,"Labu air segar seharga Rp 25.000 per buah, sangat cocok untuk tambahan menu diet Anda. Labu air ini rendah kalori dan kaya akan serat, membantu menjaga kesehatan tubuh.","25.000,00"
2219,Baruga,Lepo-Lepo,Terong,"Terong segar seharga Rp 9.500 per 450 gram, pilihan tepat untuk tambahan sayuran dalam menu diet Anda","9.500,00"
2220,Baruga,Lepo-Lepo,Brokoli,"Brokoli segar kami, solusi sehat untuk keluarga Anda!","26.000,00"
2221,Baruga,Lepo-Lepo,Kubis,"Kubis hijau segar untuk keluarga Anda, seharga Rp 10.800 per kilogram!","10.800,00"
2222,Baruga,Lepo-Lepo,Capsicum/Paprika,"Paprika hijau dan merah segar, langsung dari petani terbaik ke meja Anda!","25.800,00"
2223,Baruga,Lepo-Lepo,Wortel,"Wortel segar dari kebun, menambah rasa dan tekstur pada setiap hidangan!","7.500,00"
2224,Baruga,Lepo-Lepo,Kembang Kol,"Sayur segar, kembang kol putih dan renyah, dijual per kilo hanya Rp16.000. Cocok untuk masakan apapun, dari sup hingga gorengan. ",Rp16.000
2225,Baruga,Lepo-Lepo,Timun,"Timun segar baru panen, hanya Rp16.000 per kilo. Cocok untuk jus atau lalapan. Segar dan berkualitas, segera pesan!","16.000,00"
2226,Baruga,Lepo-Lepo,Pepaya,"Pepaya manis dan segar, per buah Rp11.000. Cocok untuk sarapan sehat atau hidangan penutup. Pesan sekarang dan rasakan kesegarannya!","11.000,00"
2227,Baruga,Lepo-Lepo,Kentang,"Kentang segar dan bernutrisi, per buah Rp2.200. Sempurna untuk sup atau camilan. Langsung dari kebun, segera pesan!","2.200,00"
2228,Baruga,Lepo-Lepo,Labu,"Labu segar dan besar, dijual per kilo cuma Rp10.000. Pas buat berbagai masakan, dari kolak sampai sup. Jangan lewatkan labu berkualitas ini, langsung dari petani","10.000,00"
2229,Baruga,Lepo-Lepo,Lobak,Lobak adalah obat darah tinggi .asam urat paling ampuh. Dijual dengan harga Rp13.000/kg,"13.000,00"
2230,Baruga,Lepo-Lepo,Tomat,"Promo spesial tomat segar, Rp9.000 per kilo! Cocok untuk berbagai masakan, dari sambal sampai tumis. Segera dapatkan tomat terbaik di lapak kami, segar dan berkualitas!","9.000,00"
2301,Baruga,Watubangga,Ikan Bandeng,"Ikan bandeng segar dari laut, langsung ke meja makan Anda.","27.000,00"
2302,Baruga,Watubangga,Ikan Lele,"Ikan Lele segar, mudah diolah menjadi berbagai hidangan.","25.000,00"
2303,Baruga,Watubangga,Ikan Betok,"Ikan betok segar, mudah diolah menjadi berbagai hidangan.","30.500,00"
2304,Baruga,Watubangga,Belut Air Tawar,Pilihan terbaik belut air tawar segar untuk menu harian.,"69.000,00"
2305,Baruga,Watubangga,Ikan Emas,Pilihan terbaik ikan emas segar untuk menu harian.,"52.000,00"
2306,Baruga,Watubangga,Ikan Gurami,"Ikan gurami segar, pilihan tepat untuk keluarga Anda.","69.000,00"
2307,Baruga,Watubangga,Ikan Mas Rumput,"Ikan mas rumput segar, untuk masakan sehari-hari yang nikmat.","41.000,00"
2308,Baruga,Watubangga,Ikan Buntal Bintik Hijau,Dapatkan ikan buntal bintik hijau berkualitas untuk berbagai olahan masakan.,"158.000,00"
2309,Baruga,Watubangga,Ikan Belida,"Ikan belida segar, mudah diolah menjadi hidangan istimewa.","94.000,00"
2310,Baruga,Watubangga,Ikan Belanak,"Ikan belanak segar, siap untuk berbagai olahan kuliner.","52.000,00"
2311,Baruga,Watubangga,Ikan Kiper,"Ikan kiper segar, pilihan sempurna untuk hidangan sehari-hari.","46.000,00"
2312,Baruga,Watubangga,Ikan Mas Perak,Pilihan ikan mas perak segar terbaik untuk menu harian.,"37.000,00"
2313,Baruga,Watubangga,Ikan Nila,"Ikan nila segar, pilihan terbaik untuk masakan keluarga.","31.000,00"
2314,Baruga,Watubangga,Ikan Kepala Ular,"Ikan kepala ular segar, sumber protein yang tinggi untuk keluarga.","92.000,00"
2315,Baruga,Watubangga,Ikan Bulan-bulan,"Ikan bulan-bulan segar, mudah diolah menjadi hidangan spesial.","78.000,00"
2316,Baruga,Watubangga,Kacang Kapri,"Polong kacang kapri ini tipis dan datar, bijinya kecil-kecil. Mudah dikenali dan disukai banyak orang. Beli sekarang untuk masakan Anda!","40.000,00"
2317,Baruga,Watubangga,Pare,Pare segar dengan harga Rp 22.000/kg. Harga terjangkau untuk kualitas terbaik. Pare ini kaya akan nutrisi penting yang membantu menjaga keseimbangan tubuh. Ideal untuk segala jenis masakan.,"22.000,00"
2318,Baruga,Watubangga,Labu Air,"Labu air segar seharga Rp 28.000 per buah, pilihan terbaik untuk Anda yang peduli dengan kesehatan. Labu air ini rendah kalori dan kaya akan serat, membantu menjaga kesehatan pencernaan","28.000,00"
2319,Baruga,Watubangga,Terong,"Terong segar hanya Rp 10.000 per 500 gram, memberikan manfaat kesehatan dengan rasa lezat","10.000,00"
2320,Baruga,Watubangga,Brokoli,Segarkan hari Anda dengan brokoli segar dan kaya vitamin!,"31.000,00"
2321,Baruga,Watubangga,Kubis,"Kubis dengan kualitas terbaik, langsung dari kebun, hanya Rp 9.800 per kilogram!","9.800,00"
2322,Baruga,Watubangga,Capsicum/Paprika,"Paprika lezat dan penuh nutrisi, ideal untuk seluruh keluarga!","27.500,00"
2323,Baruga,Watubangga,Wortel,"Wortel manis dan penuh vitamin, pilihan tepat untuk makanan sehat setiap hari!","10.500,00"
2324,Baruga,Watubangga,Kembang Kol,"Kembang kol kualitas premium! Dijual per buah dengan harga Rp13.000. Cocok untuk berbagai hidangan sehat, termasuk diet keto.",Rp13.000
2325,Baruga,Watubangga,Timun,"Timun segar renyah, per kilo hanya Rp15.000. Cocok untuk jus segar atau lalapan. Segar dan penuh gizi, segera pesan sekarang","15.000,00"
2326,Baruga,Watubangga,Pepaya,"Pepaya segar matang, per buah hanya Rp9.000. Sempurna untuk jus atau camilan sehat. Segera pesan di toko kami dan nikmati manisnya","9.000,00"
2327,Baruga,Watubangga,Kentang,"Kentang berkualitas tinggi, hanya Rp2.300 per buah. Cocok untuk olahan kentang goreng atau rebus. Pesan di toko kami sekarang!","2.300,00"
2328,Baruga,Watubangga,Labu,"Labu segar, dijual per buah cuma Rp7.000. Ideal untuk kolak atau sayur sop. Labu kami selalu segar dan empuk. Segera beli di lapak kami sebelum habis","7.000,00"
2329,Baruga,Watubangga,Lobak,lobak putih baru segar 1kg,"12.000,00"
2330,Baruga,Watubangga,Tomat,"Tomat merah dan segar, dijual per buah dengan harga Rp1.500. Ideal buat salad atau jus tomat. Tomatnya manis dan segar, ayo buruan beli sebelum kehabisan!","1.500,00"
2401,Baruga,Wundudopi,Ikan Bandeng,Pilihan ikan bandeng segar terbaik untuk keluarga Anda.,"34.000,00"
2402,Baruga,Wundudopi,Ikan Lele,"Ikan Lele segar, pilihan terbaik untuk keluarga Anda.","21.000,00"
2403,Baruga,Wundudopi,Ikan Betok,"Ikan betok segar, pilihan tepat untuk keluarga Anda.","32.500,00"
2404,Baruga,Wundudopi,Belut Air Tawar,"Belut air tawar segar, kaya akan nutrisi untuk keluarga Anda.","76.000,00"
2405,Baruga,Wundudopi,Ikan Emas,Dapatkan ikan emas berkualitas untuk berbagai olahan masakan.,"47.000,00"
2406,Baruga,Wundudopi,Ikan Gurami,"Ikan gurami segar, untuk masakan sehari-hari yang nikmat.","67.000,00"
2407,Baruga,Wundudopi,Ikan Mas Rumput,"Ikan mas rumput segar, siap diolah menjadi berbagai jenis masakan.","42.000,00"
2408,Baruga,Wundudopi,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, siap menjadi hidangan spesial keluarga.","170.000,00"
2409,Baruga,Wundudopi,Ikan Belida,"Ikan belida segar, pilihan tepat untuk masakan sehari-hari.","98.000,00"
2410,Baruga,Wundudopi,Ikan Belanak,"Ikan belanak segar, pilihan terbaik untuk hidangan sehari-hari.","53.000,00"
2411,Baruga,Wundudopi,Ikan Kiper,Dapatkan ikan kiper segar berkualitas untuk keluarga Anda.,"45.000,00"
2412,Baruga,Wundudopi,Ikan Mas Perak,"Ikan mas perak segar, kaya akan gizi untuk keluarga.","35.000,00"
2413,Baruga,Wundudopi,Ikan Nila,"Ikan nila segar, mudah diolah menjadi hidangan istimewa.","33.000,00"
2414,Baruga,Wundudopi,Ikan Kepala Ular,"Ikan kepala ular segar, langsung dari kolam ke meja makan.","102.000,00"
2415,Baruga,Wundudopi,Ikan Bulan-bulan,"Ikan bulan-bulan segar, pilihan terbaik untuk masakan keluarga.","74.000,00"
2416,Baruga,Wundudopi,Kacang Kapri,"Dari salad sampai tumisan, kacang kapri bikin masakan Anda jadi lebih bergizi","29.500,00"
2417,Baruga,Wundudopi,Pare,Pare segar dengan harga Rp 7.000/350g. Cocok untuk percobaan resep baru. Tambahkan pare ke dalam masakan Anda untuk rasa yang lebih unik dan menyehatkan. Pilihan tepat untuk hidangan spesial.,"7.000,00"
2418,Baruga,Wundudopi,Labu Air,"Labu air segar seharga Rp 30.000 per buah, pas untuk stok sayuran di rumah. Labu air ini memberikan rasa segar dan tekstur lembut pada sup dan tumisan Anda","30.000,00"
2419,Baruga,Wundudopi,Terong,"Terong segar seharga Rp 11.500 per 500 gram, ideal untuk hidangan sehari-hari. Menambahkan nutrisi penting ke dalam makanan","11.500,00"
2420,Baruga,Wundudopi,Brokoli,"Dapatkan brokoli segar kami, pilihan tepat untuk hidup sehat!","34.000,00"
2421,Baruga,Wundudopi,Kubis,"Dapatkan kubis segar dan bergizi setiap hari, seharga Rp 10.300 per kilogram!","10.300,00"
2422,Baruga,Wundudopi,Capsicum/Paprika,"Paprika segar dengan warna cerah, menambah keceriaan pada setiap masakan!","25.200,00"
2423,Baruga,Wundudopi,Wortel,"Wortel segar yang renyah, cocok untuk hidangan gurih dan manis!","12.000,00"
2424,Baruga,Wundudopi,Kembang Kol,"Kembang kol segar, putih, dan padat. Dijual per kilo dengan harga spesial Rp20.000. Ideal untuk berbagai resep, dari salad hingga pasta.","20.000,00"
2425,Baruga,Wundudopi,Timun,"Timun segar berkualitas, per kilo Rp13.500. Sempurna untuk berbagai hidangan. Langsung dari kebun, segera pesan dan nikmati","13.500,00"
2426,Baruga,Wundudopi,Pepaya,"Pepaya matang pilihan, hanya Rp10.500 per buah. Ideal untuk salad buah atau dimakan langsung. Segera pesan dan rasakan bedanya!","10.500,00"
2427,Baruga,Wundudopi,Kentang,"Kentang segar dan renyah, per buah Rp2.100. Ideal untuk berbagai jenis hidangan. Langsung dari petani, segera pesan","2.100,00"
